tweet-id,class
827,NewYork
828,Georgia
829,California
830,NewYork
831,California
832,California
833,NewYork
834,Georgia
835,California
836,NewYork
837,Georgia
838,Georgia
839,NewYork
840,NewYork
841,Georgia
842,NewYork
843,Georgia
844,California
845,California
846,NewYork
847,Georgia
848,Georgia
849,NewYork
850,Georgia
851,Georgia
852,Georgia
853,Georgia
854,Georgia
855,California
856,NewYork
857,Georgia
858,NewYork
859,Georgia
860,California
861,NewYork
862,Georgia
863,NewYork
864,NewYork
865,Georgia
866,California
867,NewYork
868,NewYork
869,NewYork
870,NewYork
871,Georgia
872,California
873,NewYork
874,NewYork
875,California
876,NewYork
877,NewYork
878,NewYork
879,California
880,NewYork
881,Georgia
961,NewYork
962,NewYork
963,California
964,NewYork
965,NewYork
966,NewYork
967,Georgia
968,NewYork
969,NewYork
970,NewYork
971,NewYork
972,NewYork
973,NewYork
974,NewYork
975,Georgia
976,California
977,NewYork
978,NewYork
979,NewYork
980,Georgia
981,NewYork
982,California
983,NewYork
984,NewYork
985,Georgia
986,Georgia
987,NewYork
988,Georgia
989,NewYork
990,California
991,California
992,NewYork
993,NewYork
994,NewYork
995,NewYork
996,NewYork
997,Georgia
998,NewYork
999,NewYork
1000,NewYork
1001,NewYork
1002,NewYork
1003,NewYork
1004,NewYork
1005,NewYork
1006,NewYork
1007,NewYork
1008,California
1009,NewYork
1010,California
1011,California
1012,NewYork
1013,California
1014,Georgia
1015,Georgia
1016,NewYork
1017,NewYork
1018,NewYork
1019,California
1020,California
1021,NewYork
1022,Georgia
1023,NewYork
1024,Georgia
1025,Georgia
1026,NewYork
1027,California
1028,NewYork
1029,NewYork
1030,Georgia
1031,NewYork
1032,California
1033,NewYork
1034,NewYork
1035,NewYork
1036,NewYork
1037,NewYork
1038,NewYork
1039,California
1040,NewYork
1041,California
1042,NewYork
1043,California
1044,California
1045,Georgia
1046,NewYork
1047,NewYork
1048,NewYork
1049,Georgia
1050,NewYork
1051,NewYork
1052,NewYork
1053,NewYork
1054,California
1055,Georgia
1056,California
1057,NewYork
1058,Georgia
1059,Georgia
1060,Georgia
1061,California
1062,NewYork
1063,Georgia
1064,Georgia
1065,Georgia
1066,NewYork
1067,NewYork
1068,Georgia
1069,NewYork
1070,NewYork
1071,NewYork
1072,Georgia
1073,California
1074,California
1075,NewYork
1076,California
1077,Georgia
1078,NewYork
1079,California
1080,NewYork
1081,Georgia
1082,NewYork
1083,Georgia
1084,NewYork
1085,NewYork
1086,Georgia
1087,NewYork
1088,Georgia
1089,Georgia
1090,California
1091,NewYork
1092,NewYork
1093,NewYork
1094,NewYork
1095,California
1096,NewYork
1097,California
1098,NewYork
1099,NewYork
1100,NewYork
1101,NewYork
1102,California
1103,NewYork
1104,California
1105,California
1106,NewYork
1107,NewYork
1108,Georgia
1109,California
1110,NewYork
1111,Georgia
1112,California
1113,NewYork
1114,California
1115,California
1116,Georgia
1117,California
1118,NewYork
1119,California
1120,Georgia
1121,California
1122,Georgia
1123,Georgia
1124,NewYork
1125,California
1126,NewYork
1127,California
1128,NewYork
1129,Georgia
1130,California
1131,California
1132,California
1133,Georgia
1134,California
1135,California
1136,NewYork
1137,California
1138,California
1139,Georgia
1140,Georgia
1141,NewYork
1142,California
1143,California
1144,California
1145,California
1146,NewYork
1147,California
1148,NewYork
1149,NewYork
1150,NewYork
1151,California
1152,California
1153,Georgia
1154,Georgia
1155,California
1156,Georgia
1157,California
1158,Georgia
1159,Georgia
1160,NewYork
1161,California
1162,California
1163,California
1164,Georgia
1165,NewYork
1166,California
1167,NewYork
1168,California
1169,California
1218,California
1219,California
1220,Georgia
1221,California
1222,California
1223,California
1224,California
1225,California
1226,California
1227,California
1228,Georgia
1229,Georgia
1230,Georgia
1231,California
1232,California
1233,California
1234,California
1235,California
1236,California
1237,California
1238,California
1239,NewYork
1240,California
1241,Georgia
1242,California
1243,California
1244,California
1245,California
1246,California
1247,California
1248,California
1249,California
1250,California
1251,California
1252,NewYork
1253,California
1254,California
1255,California
1256,Georgia
1257,California
1258,California
1259,NewYork
1260,Georgia
1261,Georgia
1262,California
1263,California
1264,NewYork
1265,NewYork
1266,California
1267,Georgia
1268,Georgia
1269,California
1300,California
1301,Georgia
1302,California
1303,NewYork
1304,NewYork
1305,NewYork
1306,California
1307,NewYork
1308,NewYork
1309,NewYork
1310,NewYork
1311,California
1312,NewYork
1313,Georgia
1314,California
1315,California
1316,California
1317,NewYork
1318,NewYork
1319,California
1320,California
1321,NewYork
1322,Georgia
1323,Georgia
1324,Georgia
1325,California
1326,California
1327,California
1328,California
1329,NewYork
1330,NewYork
1331,California
1332,Georgia
1333,California
1334,California
1335,California
1336,California
1337,Georgia
1338,California
1339,California
1340,California
1341,California
1342,California
1343,Georgia
1344,NewYork
1345,Georgia
1346,California
1347,Georgia
1348,NewYork
1349,NewYork
1350,NewYork
1351,California
1352,California
1353,California
1354,California
1355,NewYork
1356,NewYork
1357,California
1358,Georgia
1359,NewYork
1360,NewYork
1361,NewYork
1362,Georgia
1363,Georgia
1364,Georgia
1365,NewYork
1366,NewYork
1367,Georgia
1368,NewYork
1369,Georgia
1370,NewYork
1371,Georgia
1372,NewYork
1373,Georgia
1374,Georgia
1375,Georgia
1376,Georgia
1377,NewYork
1378,Georgia
1379,Georgia
1380,Georgia
1381,NewYork
1382,Georgia
1383,California
1384,NewYork
1385,Georgia
1386,NewYork
1387,NewYork
1388,Georgia
1389,Georgia
1390,Georgia
1391,California
1392,Georgia
1393,NewYork
1394,NewYork
1395,Georgia
1396,Georgia
1397,NewYork
1398,Georgia
1399,NewYork
1400,NewYork
1401,NewYork
1402,NewYork
1403,Georgia
1404,NewYork
1405,Georgia
1406,NewYork
1407,Georgia
1408,NewYork
1409,NewYork
1410,Georgia
1411,NewYork
1412,NewYork
1413,Georgia
1414,NewYork
1415,Georgia
1416,Georgia
1417,California
1418,California
1419,Georgia
1420,NewYork
1421,Georgia
1422,NewYork
1423,Georgia
1424,Georgia
1425,NewYork
1426,NewYork
1427,Georgia
1454,Georgia
1455,Georgia
1456,NewYork
1457,Georgia
1458,NewYork
1459,Georgia
1460,Georgia
1461,NewYork
1462,NewYork
1463,Georgia
1464,NewYork
1465,NewYork
1466,Georgia
1467,California
1468,NewYork
1469,Georgia
1470,Georgia
1471,Georgia
1472,Georgia
1473,Georgia
1474,NewYork
1475,Georgia
1476,Georgia
1477,Georgia
1478,Georgia
1479,Georgia
1480,NewYork
1481,Georgia
1482,Georgia
1483,NewYork
1484,Georgia
1485,Georgia
1486,NewYork
1487,NewYork
1488,NewYork
1489,NewYork
1490,Georgia
1491,NewYork
1492,NewYork
1493,NewYork
1494,Georgia
1495,Georgia
1496,NewYork
1497,NewYork
1498,Georgia
1499,NewYork
1500,NewYork
1501,NewYork
1502,NewYork
1503,NewYork
1504,Georgia
1505,Georgia
1506,NewYork
1507,NewYork
1508,Georgia
1509,Georgia
1510,Georgia
1511,Georgia
1512,NewYork
1513,Georgia
1514,Georgia
1515,NewYork
1516,Georgia
1517,Georgia
1518,Georgia
1519,Georgia
1520,NewYork
1521,Georgia
1522,NewYork
1523,NewYork
1524,NewYork
1525,NewYork
1526,NewYork
1527,Georgia
1528,NewYork
1529,NewYork
1530,Georgia
1531,Georgia
1532,Georgia
1533,NewYork
1534,Georgia
1535,Georgia
1536,Georgia
1537,Georgia
1538,Georgia
1539,Georgia
1540,Georgia
1541,Georgia
1542,Georgia
1543,Georgia
1544,Georgia
1545,Georgia
1546,NewYork
1547,Georgia
1548,Georgia
1549,Georgia
1550,Georgia
1551,Georgia
1684,NewYork
1685,NewYork
1686,NewYork
1687,Georgia
1688,NewYork
1689,NewYork
1690,NewYork
1691,NewYork
1692,NewYork
1693,Georgia
1694,California
1695,NewYork
1696,NewYork
1697,NewYork
1698,NewYork
1699,NewYork
1700,NewYork
1701,Georgia
1702,NewYork
1703,NewYork
1704,NewYork
1705,NewYork
1706,Georgia
1707,NewYork
1708,NewYork
1709,California
1710,NewYork
1711,NewYork
1712,Georgia
1713,California
1714,NewYork
1715,Georgia
1716,NewYork
1717,NewYork
1718,California
1719,NewYork
1720,NewYork
1793,Georgia
1794,NewYork
1795,California
1796,NewYork
1797,NewYork
1798,NewYork
1799,NewYork
1800,NewYork
1801,NewYork
1802,California
1803,NewYork
1804,Georgia
1805,NewYork
1806,Georgia
1807,NewYork
1808,Georgia
1809,NewYork
1810,California
1811,NewYork
1812,Georgia
1813,NewYork
1814,NewYork
1815,California
1816,Georgia
1817,Georgia
1818,Georgia
1819,NewYork
1820,NewYork
1821,NewYork
1822,Georgia
1823,NewYork
1824,NewYork
1825,NewYork
1826,NewYork
1827,NewYork
1828,Georgia
1829,NewYork
1830,Georgia
1831,NewYork
1832,California
1833,NewYork
1834,California
1835,NewYork
1836,NewYork
1837,California
1838,NewYork
1839,Georgia
1840,NewYork
1841,NewYork
1842,NewYork
1843,California
1844,NewYork
1845,Georgia
1846,California
1847,NewYork
1848,California
1849,NewYork
1850,NewYork
1851,California
1852,Georgia
1853,NewYork
1854,Georgia
1981,Georgia
1982,NewYork
1983,NewYork
1984,NewYork
1985,NewYork
1986,NewYork
1987,NewYork
1988,NewYork
1989,NewYork
1990,Georgia
1991,Georgia
1992,NewYork
1993,Georgia
1994,Georgia
1995,Georgia
1996,Georgia
1997,NewYork
1998,NewYork
1999,NewYork
2000,Georgia
2001,NewYork
2002,NewYork
2003,NewYork
2038,Georgia
2039,NewYork
2040,Georgia
2041,California
2042,NewYork
2043,NewYork
2044,NewYork
2045,Georgia
2046,NewYork
2047,Georgia
2048,Georgia
2049,NewYork
2050,Georgia
2051,California
2052,Georgia
2053,NewYork
2054,NewYork
2055,NewYork
2056,NewYork
2057,Georgia
2058,Georgia
2059,NewYork
2060,California
2061,Georgia
2062,NewYork
2063,Georgia
2064,NewYork
2065,NewYork
2066,NewYork
2067,Georgia
2068,NewYork
2069,Georgia
2070,NewYork
2071,Georgia
2072,NewYork
2073,Georgia
2074,NewYork
2075,Georgia
2076,NewYork
2077,NewYork
2078,California
2079,NewYork
2080,NewYork
2081,NewYork
2082,NewYork
2083,NewYork
2084,NewYork
2085,Georgia
2086,NewYork
2087,NewYork
2088,California
2089,NewYork
2090,NewYork
2091,California
2092,California
2093,California
2094,NewYork
2095,California
2096,NewYork
2097,California
2098,California
2099,NewYork
2100,NewYork
2101,Georgia
2102,California
2103,California
2104,NewYork
2105,NewYork
2106,Georgia
2107,NewYork
2108,NewYork
2109,NewYork
2110,NewYork
2111,NewYork
2112,NewYork
2113,NewYork
2114,Georgia
2115,California
2116,California
2117,NewYork
2118,NewYork
2119,NewYork
2120,NewYork
2121,NewYork
2122,California
2123,NewYork
2124,NewYork
2125,NewYork
2126,NewYork
2127,NewYork
2128,NewYork
2129,California
2130,NewYork
2131,NewYork
2132,NewYork
2133,NewYork
2134,NewYork
2135,NewYork
2136,NewYork
2137,NewYork
2138,NewYork
2407,NewYork
2408,NewYork
2409,NewYork
2410,NewYork
2411,NewYork
2412,NewYork
2413,NewYork
2414,NewYork
2415,NewYork
2416,NewYork
2417,NewYork
2418,NewYork
2419,NewYork
2420,NewYork
2421,NewYork
2422,NewYork
2423,NewYork
2424,NewYork
2425,NewYork
2426,NewYork
2427,NewYork
2428,California
2429,NewYork
2430,NewYork
2431,NewYork
2432,NewYork
2433,NewYork
2434,NewYork
2435,NewYork
2436,NewYork
2437,Georgia
2438,NewYork
2439,NewYork
2440,NewYork
2441,NewYork
2442,NewYork
2443,NewYork
2444,California
2545,NewYork
2546,NewYork
2547,NewYork
2548,NewYork
2549,NewYork
2550,NewYork
2551,NewYork
2552,NewYork
2553,NewYork
2554,NewYork
2555,NewYork
2556,NewYork
2557,Georgia
2558,California
2559,NewYork
2560,NewYork
2561,NewYork
2562,NewYork
2563,California
2564,NewYork
2565,NewYork
2566,NewYork
2567,California
2568,NewYork
2569,NewYork
2570,California
2571,Georgia
2572,NewYork
2573,NewYork
2574,California
2575,NewYork
2576,NewYork
2577,NewYork
2578,NewYork
2579,NewYork
2580,NewYork
2581,NewYork
2582,NewYork
2583,NewYork
2584,California
2585,NewYork
2586,NewYork
2587,NewYork
2588,NewYork
2589,California
2590,NewYork
2591,NewYork
2592,Georgia
2593,California
2594,NewYork
2595,NewYork
2596,NewYork
2597,NewYork
2598,NewYork
2599,NewYork
2600,Georgia
2601,NewYork
2602,NewYork
2603,NewYork
2604,NewYork
2605,NewYork
2606,NewYork
2607,California
2608,California
2609,NewYork
2610,NewYork
2611,California
2612,NewYork
2613,NewYork
2614,NewYork
2615,NewYork
2616,California
2617,NewYork
2618,NewYork
2619,NewYork
2620,California
2621,NewYork
2622,NewYork
2623,NewYork
2624,NewYork
2625,NewYork
2626,NewYork
2627,Georgia
2628,California
2629,NewYork
2630,Georgia
2631,NewYork
2632,Georgia
2633,NewYork
2634,NewYork
2635,NewYork
2636,NewYork
2637,NewYork
2638,California
2639,NewYork
2640,California
2641,NewYork
2642,NewYork
2643,NewYork
2644,NewYork
2645,NewYork
2646,NewYork
2647,NewYork
2648,NewYork
2649,Georgia
2650,Georgia
2651,NewYork
2652,NewYork
2653,Georgia
2654,California
2655,California
2656,NewYork
2657,NewYork
2658,NewYork
2659,Georgia
2660,NewYork
2661,California
2662,NewYork
2663,NewYork
2664,NewYork
2665,NewYork
2666,NewYork
2667,NewYork
2668,NewYork
2669,NewYork
2670,NewYork
2671,NewYork
2672,NewYork
2673,Georgia
2674,NewYork
2675,NewYork
2755,NewYork
2756,NewYork
2757,NewYork
2758,NewYork
2759,California
2760,NewYork
2761,Georgia
2762,NewYork
2763,NewYork
2764,NewYork
2765,California
2766,NewYork
2767,NewYork
2768,NewYork
2769,NewYork
2770,NewYork
2771,NewYork
2772,NewYork
2773,NewYork
2774,NewYork
2775,NewYork
2776,California
2777,California
2778,NewYork
2779,NewYork
2780,NewYork
2781,NewYork
2782,NewYork
2783,NewYork
2784,California
2785,Georgia
2786,NewYork
2787,NewYork
2788,NewYork
2789,NewYork
2790,NewYork
2791,NewYork
2792,California
2793,NewYork
2794,Georgia
2795,NewYork
2796,California
2797,NewYork
2798,NewYork
2799,NewYork
2800,NewYork
2801,Georgia
2802,Georgia
2803,NewYork
2804,California
2805,NewYork
2806,NewYork
2807,NewYork
2808,Georgia
2809,California
2810,NewYork
2811,NewYork
2812,NewYork
2813,NewYork
2814,California
2815,NewYork
2816,NewYork
2817,NewYork
2818,NewYork
2819,NewYork
2820,NewYork
2821,California
2917,NewYork
2918,California
2919,California
2920,NewYork
2921,NewYork
2922,NewYork
2923,NewYork
2924,NewYork
2925,NewYork
2926,NewYork
2927,California
2928,California
2929,NewYork
2930,NewYork
2931,Georgia
2932,NewYork
2933,NewYork
2934,NewYork
2935,NewYork
2936,Georgia
2937,California
2938,NewYork
2939,California
2940,California
2941,NewYork
2942,NewYork
2943,NewYork
2944,NewYork
2945,California
2946,NewYork
2947,California
2948,California
2949,NewYork
2950,California
3167,California
3168,NewYork
3169,NewYork
3170,NewYork
3171,Georgia
3172,Georgia
3173,NewYork
3174,NewYork
3175,Georgia
3176,NewYork
3177,California
3178,NewYork
3179,Georgia
3180,California
3181,California
3182,California
3183,Georgia
3184,California
3185,Georgia
3186,NewYork
3294,NewYork
3295,NewYork
3296,NewYork
3297,NewYork
3298,California
3299,NewYork
3300,NewYork
3301,NewYork
3302,NewYork
3303,Georgia
3304,NewYork
3305,NewYork
3306,NewYork
3307,NewYork
3308,NewYork
3309,NewYork
3310,NewYork
3311,NewYork
3312,NewYork
3313,NewYork
3314,NewYork
3315,NewYork
3316,NewYork
3317,NewYork
3318,NewYork
3319,NewYork
3320,California
3321,California
3322,California
3323,NewYork
3324,Georgia
3325,NewYork
3326,NewYork
3327,NewYork
3328,California
3329,NewYork
3330,California
3402,NewYork
3403,California
3404,NewYork
3405,California
3406,NewYork
3407,NewYork
3408,NewYork
3409,NewYork
3410,NewYork
3411,NewYork
3412,NewYork
3413,California
3414,NewYork
3415,NewYork
3416,NewYork
3417,NewYork
3418,NewYork
3419,California
3420,NewYork
3421,NewYork
3422,NewYork
3423,California
3424,California
3425,NewYork
3426,California
3427,NewYork
3428,NewYork
3429,NewYork
3430,NewYork
3431,NewYork
3432,California
3433,NewYork
3434,NewYork
3435,NewYork
3436,NewYork
3437,NewYork
3438,NewYork
3439,NewYork
3440,NewYork
3441,NewYork
3442,California
3443,NewYork
3444,California
3445,California
3446,California
3447,Georgia
3448,NewYork
3449,NewYork
3450,NewYork
3451,NewYork
3452,California
3453,NewYork
3454,NewYork
3455,NewYork
3456,NewYork
3457,NewYork
3458,NewYork
3459,NewYork
3460,California
3461,California
3462,California
3463,California
3464,Georgia
3465,NewYork
3466,NewYork
3467,NewYork
3468,California
3469,California
3470,Georgia
3471,NewYork
3472,NewYork
3473,NewYork
3474,NewYork
3475,Georgia
3476,NewYork
3477,NewYork
3478,NewYork
3479,NewYork
3480,NewYork
3481,NewYork
3482,NewYork
3483,NewYork
3484,NewYork
3485,NewYork
3486,NewYork
3487,NewYork
3488,NewYork
3489,NewYork
3490,NewYork
3491,NewYork
3492,NewYork
3493,NewYork
3494,NewYork
3495,NewYork
3496,NewYork
3497,California
3498,NewYork
3499,NewYork
3500,NewYork
3501,California
3502,NewYork
3503,NewYork
3504,Georgia
3505,NewYork
3506,NewYork
3507,NewYork
3508,NewYork
3509,NewYork
3510,NewYork
3511,NewYork
3512,NewYork
3513,NewYork
3514,NewYork
3515,NewYork
3516,NewYork
3517,NewYork
3518,California
3519,NewYork
3520,NewYork
3521,NewYork
3522,NewYork
3523,NewYork
3524,NewYork
3525,NewYork
3526,Georgia
3527,NewYork
3528,NewYork
3529,NewYork
3530,NewYork
3531,NewYork
3532,NewYork
3533,NewYork
3534,NewYork
3535,NewYork
3536,NewYork
3537,Georgia
3538,California
3539,NewYork
3540,NewYork
3541,NewYork
3542,NewYork
3543,California
3544,NewYork
3545,NewYork
3546,NewYork
3547,NewYork
3548,NewYork
3549,NewYork
3550,NewYork
3551,NewYork
3552,California
3553,NewYork
3554,California
3555,NewYork
3556,NewYork
3557,NewYork
3558,NewYork
3559,NewYork
3560,NewYork
3561,NewYork
3562,NewYork
3563,Georgia
3564,NewYork
3565,NewYork
3566,California
3567,NewYork
3568,NewYork
3569,NewYork
3570,NewYork
3571,California
3572,NewYork
3573,NewYork
3574,NewYork
3575,NewYork
3576,NewYork
3577,NewYork
3578,NewYork
3579,NewYork
3580,Georgia
3581,NewYork
3582,NewYork
3583,NewYork
3584,NewYork
3585,NewYork
3586,Georgia
3587,NewYork
3588,NewYork
3589,NewYork
3590,NewYork
3591,NewYork
3592,California
3593,California
3594,California
3595,NewYork
3596,Georgia
3597,NewYork
3598,NewYork
3599,NewYork
3600,NewYork
3601,California
3602,NewYork
3603,NewYork
3604,NewYork
3636,Georgia
3637,Georgia
3638,NewYork
3639,Georgia
3640,NewYork
3641,NewYork
3642,Georgia
3643,NewYork
3644,NewYork
3645,NewYork
3646,NewYork
3647,NewYork
3648,NewYork
3649,Georgia
3650,NewYork
3651,Georgia
3652,Georgia
3653,NewYork
3654,NewYork
3655,Georgia
3656,NewYork
3657,Georgia
3658,NewYork
3659,Georgia
3660,NewYork
3661,Georgia
3662,NewYork
3663,Georgia
3664,NewYork
3665,Georgia
3666,NewYork
3667,NewYork
3668,Georgia
3669,California
3670,Georgia
3671,NewYork
3672,NewYork
3673,NewYork
3674,Georgia
3675,NewYork
3676,NewYork
3677,NewYork
3678,NewYork
3679,NewYork
3680,Georgia
3681,NewYork
3682,Georgia
3683,Georgia
3684,Georgia
3685,Georgia
3686,NewYork
3687,NewYork
3688,California
3689,Georgia
3690,Georgia
3691,Georgia
3692,Georgia
3693,Georgia
3694,Georgia
3695,Georgia
3696,Georgia
3697,NewYork
3698,Georgia
3699,Georgia
3700,Georgia
3701,NewYork
3702,NewYork
3703,Georgia
3704,Georgia
3705,NewYork
3706,Georgia
3707,NewYork
3708,NewYork
3709,NewYork
3710,NewYork
3711,NewYork
3712,NewYork
3713,NewYork
3714,Georgia
3927,Georgia
3928,Georgia
3929,Georgia
3930,NewYork
3931,Georgia
3932,Georgia
3933,Georgia
3934,NewYork
3935,Georgia
3936,Georgia
3937,NewYork
3938,NewYork
3939,NewYork
3940,NewYork
3941,NewYork
3942,NewYork
3943,Georgia
3944,NewYork
3945,Georgia
3946,NewYork
3947,NewYork
3948,Georgia
3949,NewYork
3950,Georgia
3951,NewYork
3952,Georgia
3953,Georgia
3954,Georgia
3955,Georgia
3956,NewYork
3957,NewYork
3958,Georgia
3959,Georgia
3960,Georgia
3961,Georgia
3962,NewYork
3963,Georgia
3964,Georgia
3965,Georgia
3966,Georgia
3967,Georgia
3968,Georgia
3969,Georgia
3970,Georgia
3971,California
3972,Georgia
3973,NewYork
3974,Georgia
3975,Georgia
3976,NewYork
3977,NewYork
3978,Georgia
3979,Georgia
3980,Georgia
3981,Georgia
3982,NewYork
3983,NewYork
3984,NewYork
3985,NewYork
3986,Georgia
3987,NewYork
3988,Georgia
3989,NewYork
3990,Georgia
3991,NewYork
3992,Georgia
3993,Georgia
3994,Georgia
3995,NewYork
3996,Georgia
3997,NewYork
3998,Georgia
3999,Georgia
4000,NewYork
4001,NewYork
4002,Georgia
4003,Georgia
4004,California
4005,Georgia
4006,NewYork
4007,NewYork
4008,NewYork
4009,Georgia
4010,Georgia
4011,Georgia
4012,Georgia
4013,Georgia
4014,Georgia
4015,Georgia
4016,Georgia
4017,Georgia
4018,Georgia
4019,NewYork
4020,Georgia
4021,NewYork
4022,Georgia
4023,California
4024,Georgia
4025,NewYork
4026,Georgia
4027,Georgia
4028,Georgia
4029,Georgia
4030,Georgia
4031,NewYork
4160,Georgia
4161,NewYork
4162,Georgia
4163,NewYork
4164,NewYork
4165,Georgia
4166,NewYork
4167,NewYork
4168,California
4169,NewYork
4170,Georgia
4171,NewYork
4172,NewYork
4173,NewYork
4174,NewYork
4175,NewYork
4176,NewYork
4177,NewYork
4178,Georgia
4179,NewYork
4180,Georgia
4181,NewYork
4182,NewYork
4183,NewYork
4184,NewYork
4185,NewYork
4237,NewYork
4238,NewYork
4239,NewYork
4240,Georgia
4241,NewYork
4242,Georgia
4243,NewYork
4244,NewYork
4245,NewYork
4246,NewYork
4247,NewYork
4248,NewYork
4249,NewYork
4250,NewYork
4251,Georgia
4252,NewYork
4253,Georgia
4254,NewYork
4255,NewYork
4256,NewYork
4257,NewYork
4258,Georgia
4259,NewYork
4260,Georgia
4261,NewYork
4262,NewYork
4263,Georgia
4264,NewYork
4265,NewYork
4266,NewYork
4267,Georgia
4268,NewYork
4269,NewYork
4270,Georgia
4271,NewYork
4272,Georgia
4273,Georgia
4274,Georgia
4275,NewYork
4276,Georgia
4277,NewYork
4278,Georgia
4279,NewYork
4280,Georgia
4281,NewYork
4282,NewYork
4283,NewYork
4284,NewYork
4285,NewYork
4286,NewYork
4287,NewYork
4330,NewYork
4331,NewYork
4332,Georgia
4333,California
4334,NewYork
4335,Georgia
4336,NewYork
4337,NewYork
4338,NewYork
4339,NewYork
4340,NewYork
4341,Georgia
4342,NewYork
4343,NewYork
4344,NewYork
4345,NewYork
4346,California
4347,NewYork
4348,Georgia
4349,NewYork
4350,NewYork
4351,NewYork
4352,NewYork
4353,NewYork
4354,NewYork
4355,NewYork
4356,NewYork
4357,NewYork
4358,NewYork
4359,NewYork
4360,Georgia
4361,NewYork
4362,NewYork
4363,NewYork
4364,NewYork
4365,Georgia
4366,NewYork
4367,NewYork
4368,NewYork
4369,NewYork
4370,NewYork
4371,NewYork
4372,NewYork
4373,NewYork
4374,NewYork
4375,NewYork
4376,Georgia
4377,NewYork
4378,Georgia
4379,NewYork
4380,NewYork
4381,NewYork
4382,NewYork
4383,NewYork
4384,NewYork
4385,NewYork
4386,NewYork
4387,NewYork
4388,NewYork
4389,NewYork
4390,NewYork
4391,NewYork
4392,NewYork
4393,NewYork
4394,NewYork
4395,NewYork
4396,NewYork
4397,NewYork
4398,NewYork
4399,NewYork
4400,NewYork
4401,NewYork
4402,NewYork
4403,NewYork
4404,NewYork
4405,NewYork
4406,NewYork
4407,NewYork
4408,NewYork
4409,NewYork
4410,California
4411,NewYork
4412,NewYork
