@relation 'twitter-loc-most200-weka.filters.unsupervised.attribute.Remove-R2_predicted-weka.filters.unsupervised.attribute.Remove-R2-202,204'

@attribute tweet-id numeric
@attribute 'predicted class' {NewYork,California,Georgia}

@data
551,NewYork
552,NewYork
553,NewYork
554,Georgia
555,NewYork
556,NewYork
557,NewYork
558,NewYork
559,NewYork
560,NewYork
561,NewYork
562,NewYork
563,NewYork
564,NewYork
723,NewYork
724,NewYork
725,NewYork
726,NewYork
727,NewYork
728,NewYork
729,NewYork
730,NewYork
731,NewYork
732,NewYork
733,NewYork
734,NewYork
735,NewYork
736,NewYork
737,NewYork
738,NewYork
739,NewYork
740,NewYork
741,NewYork
742,NewYork
743,NewYork
744,NewYork
745,NewYork
771,NewYork
772,NewYork
773,NewYork
774,NewYork
775,NewYork
776,California
777,NewYork
778,NewYork
779,NewYork
780,Georgia
781,NewYork
782,NewYork
783,NewYork
784,NewYork
785,NewYork
786,California
787,Georgia
788,NewYork
789,NewYork
790,NewYork
791,NewYork
792,Georgia
793,California
794,California
795,NewYork
796,Georgia
797,NewYork
820,Georgia
821,California
822,NewYork
823,NewYork
824,NewYork
825,Georgia
826,California
827,NewYork
828,NewYork
829,NewYork
830,NewYork
831,NewYork
832,NewYork
833,NewYork
834,NewYork
835,Georgia
836,NewYork
837,NewYork
838,NewYork
839,NewYork
840,California
841,NewYork
842,NewYork
843,NewYork
844,NewYork
845,NewYork
846,Georgia
847,Georgia
848,NewYork
849,Georgia
850,NewYork
851,NewYork
852,Georgia
853,NewYork
854,NewYork
855,California
856,Georgia
857,NewYork
858,Georgia
859,California
860,NewYork
861,NewYork
862,Georgia
863,NewYork
864,California
865,Georgia
866,California
867,NewYork
868,California
869,NewYork
870,Georgia
871,Georgia
872,NewYork
873,NewYork
874,NewYork
875,NewYork
876,NewYork
877,NewYork
878,NewYork
879,NewYork
880,NewYork
881,Georgia
961,NewYork
962,NewYork
963,NewYork
964,NewYork
965,NewYork
966,NewYork
967,NewYork
968,NewYork
969,NewYork
970,NewYork
971,NewYork
972,NewYork
973,NewYork
974,California
975,NewYork
976,California
977,NewYork
978,NewYork
979,NewYork
980,NewYork
981,NewYork
982,NewYork
983,NewYork
984,NewYork
985,NewYork
986,Georgia
987,California
988,NewYork
989,NewYork
990,Georgia
991,NewYork
992,NewYork
993,NewYork
994,NewYork
995,NewYork
996,NewYork
997,California
998,Georgia
999,Georgia
1000,NewYork
1001,NewYork
1002,NewYork
1003,NewYork
1004,NewYork
1005,NewYork
1006,NewYork
1007,NewYork
1008,NewYork
1009,NewYork
1010,NewYork
1011,NewYork
1012,NewYork
1013,NewYork
1014,NewYork
1015,NewYork
1016,NewYork
1017,California
1018,California
1019,NewYork
1020,NewYork
1021,California
1022,California
1023,NewYork
1024,NewYork
1025,NewYork
1026,NewYork
1027,NewYork
1028,NewYork
1029,NewYork
1030,NewYork
1031,NewYork
1032,Georgia
1033,NewYork
1034,NewYork
1035,NewYork
1036,Georgia
1037,NewYork
1038,California
1039,NewYork
1040,NewYork
1041,NewYork
1042,NewYork
1043,NewYork
1044,NewYork
1045,NewYork
1046,NewYork
1047,NewYork
1048,NewYork
1049,NewYork
1050,NewYork
1051,NewYork
1052,NewYork
1053,NewYork
1054,NewYork
1055,NewYork
1056,NewYork
1057,NewYork
1058,NewYork
1059,NewYork
1060,NewYork
1061,NewYork
1062,NewYork
1063,California
1064,NewYork
1065,Georgia
1066,NewYork
1067,NewYork
1068,NewYork
1069,NewYork
1070,Georgia
1071,NewYork
1072,NewYork
1073,NewYork
1074,Georgia
1075,NewYork
1076,Georgia
1077,NewYork
1078,NewYork
1079,NewYork
1080,NewYork
1081,California
1082,NewYork
1083,California
1084,Georgia
1085,NewYork
1086,NewYork
1087,NewYork
1088,Georgia
1089,NewYork
1090,NewYork
1091,Georgia
1092,NewYork
1093,NewYork
1094,NewYork
1095,NewYork
1096,Georgia
1097,NewYork
1098,NewYork
1099,NewYork
1100,NewYork
1101,NewYork
1102,NewYork
1103,NewYork
1104,NewYork
1105,NewYork
1106,Georgia
1107,NewYork
1108,NewYork
1109,NewYork
1110,Georgia
1111,NewYork
1112,NewYork
1113,Georgia
1114,NewYork
1115,Georgia
1116,NewYork
1117,NewYork
1118,NewYork
1119,California
1120,California
1121,NewYork
1122,NewYork
1123,California
1124,NewYork
1125,NewYork
1126,Georgia
1127,Georgia
1128,Georgia
1129,NewYork
1130,NewYork
1131,NewYork
1132,NewYork
1133,California
1134,NewYork
1135,NewYork
1136,NewYork
1137,NewYork
1138,NewYork
1139,Georgia
1140,NewYork
1141,NewYork
1142,Georgia
1143,NewYork
1144,NewYork
1145,NewYork
1146,Georgia
1147,NewYork
1148,NewYork
1149,NewYork
1150,NewYork
1151,NewYork
1152,NewYork
1153,NewYork
1154,NewYork
1155,NewYork
1156,NewYork
1157,NewYork
1158,NewYork
1159,NewYork
1160,NewYork
1161,NewYork
1162,NewYork
1163,NewYork
1164,NewYork
1165,NewYork
1166,NewYork
1167,Georgia
1168,NewYork
1169,NewYork
1218,NewYork
1219,NewYork
1220,Georgia
1221,Georgia
1222,NewYork
1223,NewYork
1224,NewYork
1225,NewYork
1226,NewYork
1227,NewYork
1228,NewYork
1229,Georgia
1230,Georgia
1231,NewYork
1232,NewYork
1233,Georgia
1234,NewYork
1235,NewYork
1236,NewYork
1237,California
1238,NewYork
1239,NewYork
1240,NewYork
1241,NewYork
1242,NewYork
1243,NewYork
1244,NewYork
1245,NewYork
1246,Georgia
1247,NewYork
1248,NewYork
1249,NewYork
1250,NewYork
1251,NewYork
1252,NewYork
1253,NewYork
1254,NewYork
1255,NewYork
1256,California
1257,NewYork
1258,NewYork
1259,Georgia
1260,NewYork
1261,NewYork
1262,NewYork
1263,NewYork
1264,Georgia
1265,NewYork
1266,NewYork
1267,Georgia
1268,NewYork
1269,NewYork
1300,California
1301,NewYork
1302,NewYork
1303,NewYork
1304,Georgia
1305,NewYork
1306,NewYork
1307,NewYork
1308,California
1309,NewYork
1310,Georgia
1311,NewYork
1312,NewYork
1313,NewYork
1314,NewYork
1315,Georgia
1316,NewYork
1317,NewYork
1318,California
1319,NewYork
1320,NewYork
1321,NewYork
1322,California
1323,NewYork
1324,NewYork
1325,NewYork
1326,NewYork
1327,NewYork
1328,NewYork
1329,NewYork
1330,NewYork
1331,NewYork
1332,NewYork
1333,NewYork
1334,NewYork
1335,NewYork
1336,NewYork
1337,NewYork
1338,NewYork
1339,NewYork
1340,NewYork
1341,NewYork
1342,NewYork
1343,NewYork
1344,NewYork
1345,NewYork
1346,NewYork
1347,NewYork
1348,NewYork
1349,Georgia
1350,NewYork
1351,NewYork
1352,NewYork
1353,NewYork
1354,NewYork
1355,NewYork
1356,NewYork
1357,NewYork
1358,NewYork
1359,NewYork
1360,NewYork
1361,Georgia
1362,NewYork
1363,NewYork
1364,Georgia
1365,NewYork
1366,NewYork
1367,NewYork
1368,Georgia
1369,NewYork
1370,NewYork
1371,NewYork
1372,NewYork
1373,NewYork
1374,Georgia
1375,NewYork
1376,California
1377,NewYork
1378,NewYork
1379,NewYork
1380,California
1381,NewYork
1382,NewYork
1383,NewYork
1384,NewYork
1385,NewYork
1386,NewYork
1387,NewYork
1388,NewYork
1389,NewYork
1390,NewYork
1391,NewYork
1392,NewYork
1393,NewYork
1394,California
1395,NewYork
1396,NewYork
1397,NewYork
1398,NewYork
1399,Georgia
1400,NewYork
1401,Georgia
1402,NewYork
1403,NewYork
1404,NewYork
1405,NewYork
1406,Georgia
1407,NewYork
1408,NewYork
1409,NewYork
1410,NewYork
1411,NewYork
1412,NewYork
1413,NewYork
1414,NewYork
1415,NewYork
1416,Georgia
1417,NewYork
1418,NewYork
1419,NewYork
1420,NewYork
1421,NewYork
1422,NewYork
1423,NewYork
1424,NewYork
1425,California
1426,NewYork
1427,NewYork
1454,NewYork
1455,NewYork
1456,NewYork
1457,NewYork
1458,NewYork
1459,NewYork
1460,NewYork
1461,NewYork
1462,NewYork
1463,NewYork
1464,NewYork
1465,NewYork
1466,NewYork
1467,NewYork
1468,California
1469,NewYork
1470,NewYork
1471,NewYork
1472,NewYork
1473,NewYork
1474,California
1475,NewYork
1476,NewYork
1477,NewYork
1478,NewYork
1479,NewYork
1480,NewYork
1481,NewYork
1482,NewYork
1483,California
1484,NewYork
1485,NewYork
1486,NewYork
1487,NewYork
1488,NewYork
1489,NewYork
1490,NewYork
1491,NewYork
1492,NewYork
1493,California
1494,NewYork
1495,NewYork
1496,NewYork
1497,NewYork
1498,Georgia
1499,NewYork
1500,NewYork
1501,NewYork
1502,NewYork
1503,NewYork
1504,NewYork
1505,NewYork
1506,NewYork
1507,NewYork
1508,Georgia
1509,NewYork
1510,NewYork
1511,NewYork
1512,California
1513,NewYork
1514,NewYork
1515,NewYork
1516,NewYork
1517,NewYork
1518,NewYork
1519,NewYork
1520,NewYork
1521,NewYork
1522,NewYork
1523,NewYork
1524,NewYork
1525,NewYork
1526,NewYork
1527,NewYork
1528,NewYork
1529,NewYork
1530,NewYork
1531,NewYork
1532,NewYork
1533,NewYork
1534,NewYork
1535,NewYork
1536,NewYork
1537,NewYork
1538,NewYork
1539,NewYork
1540,NewYork
1541,NewYork
1542,California
1543,NewYork
1544,NewYork
1545,NewYork
1546,NewYork
1547,NewYork
1548,NewYork
1549,NewYork
1550,NewYork
1551,NewYork
1684,Georgia
1685,Georgia
1686,NewYork
1687,NewYork
1688,NewYork
1689,Georgia
1690,Georgia
1691,Georgia
1692,NewYork
1693,California
1694,Georgia
1695,NewYork
1696,NewYork
1697,Georgia
1698,Georgia
1699,Georgia
1700,California
1701,NewYork
1702,NewYork
1703,NewYork
1704,California
1705,NewYork
1706,NewYork
1707,California
1708,Georgia
1709,NewYork
1710,NewYork
1711,Georgia
1712,NewYork
1713,California
1714,NewYork
1715,Georgia
1716,NewYork
1717,California
1718,NewYork
1719,NewYork
1720,NewYork
1793,Georgia
1794,NewYork
1795,Georgia
1796,NewYork
1797,NewYork
1798,California
1799,NewYork
1800,Georgia
1801,NewYork
1802,NewYork
1803,NewYork
1804,NewYork
1805,California
1806,NewYork
1807,NewYork
1808,NewYork
1809,NewYork
1810,NewYork
1811,NewYork
1812,NewYork
1813,NewYork
1814,NewYork
1815,NewYork
1816,NewYork
1817,NewYork
1818,NewYork
1819,NewYork
1820,NewYork
1821,California
1822,NewYork
1823,California
1824,NewYork
1825,NewYork
1826,California
1827,California
1828,Georgia
1829,NewYork
1830,NewYork
1831,NewYork
1832,NewYork
1833,NewYork
1834,NewYork
1835,NewYork
1836,NewYork
1837,NewYork
1838,NewYork
1839,NewYork
1840,Georgia
1841,NewYork
1842,Georgia
1843,NewYork
1844,Georgia
1845,Georgia
1846,NewYork
1847,California
1848,NewYork
1849,NewYork
1850,Georgia
1851,NewYork
1852,NewYork
1853,NewYork
1854,NewYork
1981,NewYork
1982,NewYork
1983,NewYork
1984,Georgia
1985,California
1986,NewYork
1987,California
1988,California
1989,NewYork
1990,NewYork
1991,NewYork
1992,Georgia
1993,NewYork
1994,NewYork
1995,NewYork
1996,NewYork
1997,NewYork
1998,NewYork
1999,NewYork
2000,Georgia
2001,Georgia
2002,California
2003,California
2038,NewYork
2039,NewYork
2040,NewYork
2041,NewYork
2042,NewYork
2043,NewYork
2044,NewYork
2045,NewYork
2046,NewYork
2047,NewYork
2048,NewYork
2049,NewYork
2050,NewYork
2051,NewYork
2052,NewYork
2053,NewYork
2054,NewYork
2055,NewYork
2056,NewYork
2057,NewYork
2058,NewYork
2059,NewYork
2060,NewYork
2061,NewYork
2062,NewYork
2063,NewYork
2064,NewYork
2065,NewYork
2066,NewYork
2067,NewYork
2068,NewYork
2069,NewYork
2070,Georgia
2071,NewYork
2072,NewYork
2073,NewYork
2074,California
2075,NewYork
2076,NewYork
2077,NewYork
2078,NewYork
2079,NewYork
2080,NewYork
2081,NewYork
2082,NewYork
2083,NewYork
2084,NewYork
2085,NewYork
2086,NewYork
2087,NewYork
2088,NewYork
2089,NewYork
2090,NewYork
2091,NewYork
2092,NewYork
2093,NewYork
2094,NewYork
2095,NewYork
2096,NewYork
2097,NewYork
2098,NewYork
2099,NewYork
2100,NewYork
2101,NewYork
2102,NewYork
2103,NewYork
2104,NewYork
2105,NewYork
2106,Georgia
2107,California
2108,NewYork
2109,NewYork
2110,NewYork
2111,NewYork
2112,NewYork
2113,NewYork
2114,NewYork
2115,NewYork
2116,NewYork
2117,NewYork
2118,Georgia
2119,NewYork
2120,NewYork
2121,NewYork
2122,NewYork
2123,NewYork
2124,NewYork
2125,NewYork
2126,NewYork
2127,NewYork
2128,NewYork
2129,NewYork
2130,NewYork
2131,NewYork
2132,NewYork
2133,NewYork
2134,NewYork
2135,NewYork
2136,NewYork
2137,NewYork
2138,NewYork
2407,NewYork
2408,Georgia
2409,NewYork
2410,NewYork
2411,California
2412,NewYork
2413,NewYork
2414,NewYork
2415,NewYork
2416,NewYork
2417,NewYork
2418,California
2419,Georgia
2420,NewYork
2421,NewYork
2422,NewYork
2423,California
2424,Georgia
2425,California
2426,NewYork
2427,NewYork
2428,NewYork
2429,NewYork
2430,NewYork
2431,Georgia
2432,Georgia
2433,California
2434,Georgia
2435,NewYork
2436,NewYork
2437,NewYork
2438,NewYork
2439,NewYork
2440,NewYork
2441,NewYork
2442,NewYork
2443,NewYork
2444,California
2545,NewYork
2546,Georgia
2547,NewYork
2548,Georgia
2549,NewYork
2550,NewYork
2551,California
2552,California
2553,Georgia
2554,NewYork
2555,Georgia
2556,NewYork
2557,NewYork
2558,California
2559,NewYork
2560,NewYork
2561,California
2562,NewYork
2563,NewYork
2564,NewYork
2565,NewYork
2566,NewYork
2567,NewYork
2568,NewYork
2569,NewYork
2570,NewYork
2571,NewYork
2572,NewYork
2573,NewYork
2574,NewYork
2575,NewYork
2576,NewYork
2577,NewYork
2578,NewYork
2579,NewYork
2580,NewYork
2581,NewYork
2582,NewYork
2583,NewYork
2584,NewYork
2585,NewYork
2586,California
2587,California
2588,Georgia
2589,NewYork
2590,NewYork
2591,Georgia
2592,NewYork
2593,NewYork
2594,NewYork
2595,NewYork
2596,NewYork
2597,NewYork
2598,NewYork
2599,NewYork
2600,NewYork
2601,Georgia
2602,NewYork
2603,NewYork
2604,NewYork
2605,NewYork
2606,California
2607,NewYork
2608,NewYork
2609,NewYork
2610,NewYork
2611,NewYork
2612,NewYork
2613,Georgia
2614,NewYork
2615,Georgia
2616,Georgia
2617,California
2618,NewYork
2619,NewYork
2620,NewYork
2621,NewYork
2622,NewYork
2623,NewYork
2624,NewYork
2625,California
2626,NewYork
2627,California
2628,Georgia
2629,NewYork
2630,NewYork
2631,NewYork
2632,NewYork
2633,NewYork
2634,NewYork
2635,NewYork
2636,NewYork
2637,Georgia
2638,NewYork
2639,NewYork
2640,NewYork
2641,NewYork
2642,NewYork
2643,NewYork
2644,Georgia
2645,Georgia
2646,NewYork
2647,Georgia
2648,Georgia
2649,Georgia
2650,NewYork
2651,California
2652,California
2653,NewYork
2654,California
2655,NewYork
2656,NewYork
2657,California
2658,NewYork
2659,California
2660,California
2661,NewYork
2662,California
2663,California
2664,NewYork
2665,Georgia
2666,NewYork
2667,California
2668,Georgia
2669,NewYork
2670,NewYork
2671,NewYork
2672,NewYork
2673,California
2674,Georgia
2675,Georgia
2755,NewYork
2756,NewYork
2757,NewYork
2758,NewYork
2759,NewYork
2760,NewYork
2761,NewYork
2762,NewYork
2763,NewYork
2764,NewYork
2765,NewYork
2766,NewYork
2767,Georgia
2768,NewYork
2769,California
2770,NewYork
2771,NewYork
2772,NewYork
2773,NewYork
2774,NewYork
2775,NewYork
2776,NewYork
2777,NewYork
2778,NewYork
2779,Georgia
2780,NewYork
2781,NewYork
2782,NewYork
2783,NewYork
2784,NewYork
2785,NewYork
2786,Georgia
2787,NewYork
2788,NewYork
2789,NewYork
2790,NewYork
2791,Georgia
2792,NewYork
2793,NewYork
2794,NewYork
2795,Georgia
2796,NewYork
2797,NewYork
2798,California
2799,NewYork
2800,NewYork
2801,NewYork
2802,NewYork
2803,California
2804,California
2805,NewYork
2806,NewYork
2807,California
2808,Georgia
2809,Georgia
2810,NewYork
2811,NewYork
2812,NewYork
2813,NewYork
2814,NewYork
2815,NewYork
2816,NewYork
2817,NewYork
2818,NewYork
2819,NewYork
2820,NewYork
2821,NewYork
2917,Georgia
2918,Georgia
2919,NewYork
2920,NewYork
2921,Georgia
2922,NewYork
2923,Georgia
2924,NewYork
2925,NewYork
2926,NewYork
2927,NewYork
2928,Georgia
2929,NewYork
2930,NewYork
2931,NewYork
2932,Georgia
2933,Georgia
2934,California
2935,NewYork
2936,California
2937,NewYork
2938,Georgia
2939,NewYork
2940,NewYork
2941,Georgia
2942,NewYork
2943,California
2944,NewYork
2945,NewYork
2946,NewYork
2947,NewYork
2948,NewYork
2949,California
2950,NewYork
3167,NewYork
3168,NewYork
3169,NewYork
3170,NewYork
3171,NewYork
3172,NewYork
3173,California
3174,NewYork
3175,NewYork
3176,NewYork
3177,NewYork
3178,NewYork
3179,NewYork
3180,California
3181,NewYork
3182,Georgia
3183,NewYork
3184,NewYork
3185,California
3186,NewYork
3294,NewYork
3295,Georgia
3296,NewYork
3297,NewYork
3298,NewYork
3299,NewYork
3300,NewYork
3301,NewYork
3302,NewYork
3303,Georgia
3304,Georgia
3305,NewYork
3306,NewYork
3307,NewYork
3308,Georgia
3309,NewYork
3310,NewYork
3311,NewYork
3312,NewYork
3313,NewYork
3314,Georgia
3315,Georgia
3316,NewYork
3317,NewYork
3318,NewYork
3319,NewYork
3320,NewYork
3321,Georgia
3322,NewYork
3323,NewYork
3324,NewYork
3325,NewYork
3326,NewYork
3327,NewYork
3328,NewYork
3329,NewYork
3330,NewYork
3402,NewYork
3403,NewYork
3404,NewYork
3405,NewYork
3406,NewYork
3407,Georgia
3408,NewYork
3409,NewYork
3410,Georgia
3411,NewYork
3412,NewYork
3413,NewYork
3414,NewYork
3415,NewYork
3416,NewYork
3417,NewYork
3418,NewYork
3419,NewYork
3420,NewYork
3421,NewYork
3422,NewYork
3423,NewYork
3424,NewYork
3425,NewYork
3426,Georgia
3427,NewYork
3428,California
3429,NewYork
3430,NewYork
3431,NewYork
3432,NewYork
3433,California
3434,NewYork
3435,Georgia
3436,NewYork
3437,NewYork
3438,NewYork
3439,NewYork
3440,NewYork
3441,NewYork
3442,NewYork
3443,NewYork
3444,NewYork
3445,NewYork
3446,NewYork
3447,Georgia
3448,NewYork
3449,NewYork
3450,NewYork
3451,NewYork
3452,NewYork
3453,NewYork
3454,NewYork
3455,NewYork
3456,NewYork
3457,NewYork
3458,NewYork
3459,NewYork
3460,NewYork
3461,NewYork
3462,NewYork
3463,NewYork
3464,Georgia
3465,NewYork
3466,Georgia
3467,NewYork
3468,NewYork
3469,NewYork
3470,NewYork
3471,NewYork
3472,NewYork
3473,NewYork
3474,NewYork
3475,NewYork
3476,NewYork
3477,NewYork
3478,NewYork
3479,NewYork
3480,NewYork
3481,NewYork
3482,NewYork
3483,NewYork
3484,California
3485,NewYork
3486,Georgia
3487,NewYork
3488,NewYork
3489,NewYork
3490,California
3491,Georgia
3492,NewYork
3493,Georgia
3494,NewYork
3495,NewYork
3496,NewYork
3497,NewYork
3498,Georgia
3499,NewYork
3500,California
3501,NewYork
3502,NewYork
3503,NewYork
3504,NewYork
3505,NewYork
3506,Georgia
3507,NewYork
3508,NewYork
3509,NewYork
3510,Georgia
3511,California
3512,NewYork
3513,NewYork
3514,NewYork
3515,NewYork
3516,NewYork
3517,NewYork
3518,NewYork
3519,NewYork
3520,NewYork
3521,NewYork
3522,NewYork
3523,NewYork
3524,California
3525,NewYork
3526,NewYork
3527,NewYork
3528,California
3529,NewYork
3530,NewYork
3531,Georgia
3532,NewYork
3533,NewYork
3534,California
3535,NewYork
3536,NewYork
3537,NewYork
3538,NewYork
3539,NewYork
3540,California
3541,Georgia
3542,NewYork
3543,NewYork
3544,NewYork
3545,Georgia
3546,NewYork
3547,NewYork
3548,NewYork
3549,Georgia
3550,NewYork
3551,NewYork
3552,NewYork
3553,NewYork
3554,Georgia
3555,NewYork
3556,NewYork
3557,NewYork
3558,NewYork
3559,NewYork
3560,NewYork
3561,NewYork
3562,NewYork
3563,NewYork
3564,NewYork
3565,NewYork
3566,NewYork
3567,NewYork
3568,NewYork
3569,NewYork
3570,NewYork
3571,NewYork
3572,NewYork
3573,NewYork
3574,NewYork
3575,NewYork
3576,NewYork
3577,NewYork
3578,NewYork
3579,NewYork
3580,NewYork
3581,NewYork
3582,NewYork
3583,NewYork
3584,NewYork
3585,NewYork
3586,NewYork
3587,NewYork
3588,NewYork
3589,California
3590,NewYork
3591,NewYork
3592,NewYork
3593,NewYork
3594,California
3595,NewYork
3596,NewYork
3597,NewYork
3598,NewYork
3599,NewYork
3600,NewYork
3601,NewYork
3602,NewYork
3603,NewYork
3604,NewYork
3636,NewYork
3637,NewYork
3638,NewYork
3639,NewYork
3640,Georgia
3641,Georgia
3642,NewYork
3643,Georgia
3644,NewYork
3645,NewYork
3646,NewYork
3647,Georgia
3648,NewYork
3649,NewYork
3650,NewYork
3651,NewYork
3652,NewYork
3653,NewYork
3654,NewYork
3655,NewYork
3656,NewYork
3657,NewYork
3658,NewYork
3659,NewYork
3660,NewYork
3661,NewYork
3662,NewYork
3663,California
3664,NewYork
3665,NewYork
3666,NewYork
3667,NewYork
3668,NewYork
3669,NewYork
3670,NewYork
3671,NewYork
3672,Georgia
3673,NewYork
3674,NewYork
3675,Georgia
3676,NewYork
3677,NewYork
3678,NewYork
3679,NewYork
3680,NewYork
3681,California
3682,NewYork
3683,NewYork
3684,NewYork
3685,NewYork
3686,NewYork
3687,NewYork
3688,NewYork
3689,NewYork
3690,NewYork
3691,NewYork
3692,NewYork
3693,NewYork
3694,Georgia
3695,NewYork
3696,NewYork
3697,NewYork
3698,NewYork
3699,NewYork
3700,NewYork
3701,NewYork
3702,NewYork
3703,Georgia
3704,NewYork
3705,NewYork
3706,NewYork
3707,NewYork
3708,NewYork
3709,NewYork
3710,NewYork
3711,NewYork
3712,NewYork
3713,NewYork
3714,Georgia
3927,NewYork
3928,NewYork
3929,NewYork
3930,NewYork
3931,NewYork
3932,NewYork
3933,NewYork
3934,NewYork
3935,NewYork
3936,NewYork
3937,NewYork
3938,NewYork
3939,NewYork
3940,NewYork
3941,NewYork
3942,Georgia
3943,NewYork
3944,NewYork
3945,NewYork
3946,NewYork
3947,NewYork
3948,NewYork
3949,NewYork
3950,NewYork
3951,NewYork
3952,NewYork
3953,NewYork
3954,NewYork
3955,NewYork
3956,NewYork
3957,NewYork
3958,NewYork
3959,NewYork
3960,NewYork
3961,NewYork
3962,Georgia
3963,NewYork
3964,NewYork
3965,NewYork
3966,NewYork
3967,NewYork
3968,NewYork
3969,NewYork
3970,NewYork
3971,California
3972,NewYork
3973,NewYork
3974,NewYork
3975,NewYork
3976,NewYork
3977,Georgia
3978,NewYork
3979,NewYork
3980,NewYork
3981,NewYork
3982,NewYork
3983,NewYork
3984,NewYork
3985,NewYork
3986,NewYork
3987,NewYork
3988,NewYork
3989,NewYork
3990,NewYork
3991,California
3992,NewYork
3993,NewYork
3994,NewYork
3995,NewYork
3996,NewYork
3997,California
3998,NewYork
3999,NewYork
4000,NewYork
4001,NewYork
4002,NewYork
4003,NewYork
4004,California
4005,Georgia
4006,NewYork
4007,NewYork
4008,Georgia
4009,NewYork
4010,NewYork
4011,NewYork
4012,NewYork
4013,NewYork
4014,NewYork
4015,NewYork
4016,NewYork
4017,NewYork
4018,NewYork
4019,NewYork
4020,NewYork
4021,NewYork
4022,NewYork
4023,NewYork
4024,NewYork
4025,NewYork
4026,NewYork
4027,NewYork
4028,NewYork
4029,NewYork
4030,NewYork
4031,Georgia
4160,NewYork
4161,NewYork
4162,NewYork
4163,NewYork
4164,Georgia
4165,NewYork
4166,NewYork
4167,NewYork
4168,California
4169,NewYork
4170,NewYork
4171,California
4172,NewYork
4173,NewYork
4174,NewYork
4175,NewYork
4176,California
4177,Georgia
4178,NewYork
4179,NewYork
4180,NewYork
4181,NewYork
4182,NewYork
4183,NewYork
4184,NewYork
4185,Georgia
4237,NewYork
4238,NewYork
4239,NewYork
